序号,单词,文件
4810,esteem,C:\GTT\EnglishDB\Words\e\esteem.md
4811,estimate,C:\GTT\EnglishDB\Words\e\estimate.md
4812,estimation,C:\GTT\EnglishDB\Words\e\estimation.md
4813,estranged,C:\GTT\EnglishDB\Words\e\estranged.md
4814,estrangement,C:\GTT\EnglishDB\Words\e\estrangement.md
4815,estrogen,C:\GTT\EnglishDB\Words\e\estrogen.md
4816,estuary,C:\GTT\EnglishDB\Words\e\estuary.md
4817,etc,C:\GTT\EnglishDB\Words\e\etc.md
4818,etch,C:\GTT\EnglishDB\Words\e\etch.md
4819,etching,C:\GTT\EnglishDB\Words\e\etching.md
4820,eternal,C:\GTT\EnglishDB\Words\e\eternal.md
4821,eternally,C:\GTT\EnglishDB\Words\e\eternally.md
4822,eternity,C:\GTT\EnglishDB\Words\e\eternity.md
4823,ethanol,C:\GTT\EnglishDB\Words\e\ethanol.md
4824,ether,C:\GTT\EnglishDB\Words\e\ether.md
4825,ethereal,C:\GTT\EnglishDB\Words\e\ethereal.md
4826,ethic,C:\GTT\EnglishDB\Words\e\ethic.md
4827,ethical,C:\GTT\EnglishDB\Words\e\ethical.md
4828,ethically,C:\GTT\EnglishDB\Words\e\ethically.md
4829,ethics,C:\GTT\EnglishDB\Words\e\ethics.md
4830,ethnic,C:\GTT\EnglishDB\Words\e\ethnic.md
4831,ethnically,C:\GTT\EnglishDB\Words\e\ethnically.md
4832,ethnicity,C:\GTT\EnglishDB\Words\e\ethnicity.md
4833,ethnographer,C:\GTT\EnglishDB\Words\e\ethnographer.md
4834,ethnography,C:\GTT\EnglishDB\Words\e\ethnography.md
4835,ethos,C:\GTT\EnglishDB\Words\e\ethos.md
4836,etiology,C:\GTT\EnglishDB\Words\e\etiology.md
4837,etiquette,C:\GTT\EnglishDB\Words\e\etiquette.md
4838,eucharistic,C:\GTT\EnglishDB\Words\e\eucharistic.md
4839,eulogy,C:\GTT\EnglishDB\Words\e\eulogy.md
4840,euphemism,C:\GTT\EnglishDB\Words\e\euphemism.md
4841,euphoria,C:\GTT\EnglishDB\Words\e\euphoria.md
4842,eureka,C:\GTT\EnglishDB\Words\e\eureka.md
4843,euro,C:\GTT\EnglishDB\Words\e\euro.md
4844,euthanasia,C:\GTT\EnglishDB\Words\e\euthanasia.md
4845,evacuate,C:\GTT\EnglishDB\Words\e\evacuate.md
4846,evacuation,C:\GTT\EnglishDB\Words\e\evacuation.md
4847,evacuee,C:\GTT\EnglishDB\Words\e\evacuee.md
4848,evade,C:\GTT\EnglishDB\Words\e\evade.md
4849,evaluate,C:\GTT\EnglishDB\Words\e\evaluate.md
4850,evaluation,C:\GTT\EnglishDB\Words\e\evaluation.md
4851,evaluative,C:\GTT\EnglishDB\Words\e\evaluative.md
4852,evaluator,C:\GTT\EnglishDB\Words\e\evaluator.md
4853,evangelical,C:\GTT\EnglishDB\Words\e\evangelical.md
4854,evangelist,C:\GTT\EnglishDB\Words\e\evangelist.md
4855,evaporate,C:\GTT\EnglishDB\Words\e\evaporate.md
4856,evaporation,C:\GTT\EnglishDB\Words\e\evaporation.md
4857,evasion,C:\GTT\EnglishDB\Words\e\evasion.md
4858,evasive,C:\GTT\EnglishDB\Words\e\evasive.md
4859,eve,C:\GTT\EnglishDB\Words\e\eve.md
4860,even,C:\GTT\EnglishDB\Words\e\even.md
4861,evening,C:\GTT\EnglishDB\Words\e\evening.md
4862,evenly,C:\GTT\EnglishDB\Words\e\evenly.md
4863,event,C:\GTT\EnglishDB\Words\e\event.md
4864,eventual,C:\GTT\EnglishDB\Words\e\eventual.md
4865,eventually,C:\GTT\EnglishDB\Words\e\eventually.md
4866,ever,C:\GTT\EnglishDB\Words\e\ever.md
4867,evergreen,C:\GTT\EnglishDB\Words\e\evergreen.md
4868,everlasting,C:\GTT\EnglishDB\Words\e\everlasting.md
4869,every,C:\GTT\EnglishDB\Words\e\every.md
4870,everybody,C:\GTT\EnglishDB\Words\e\everybody.md
4871,everyday,C:\GTT\EnglishDB\Words\e\everyday.md
4872,everyone,C:\GTT\EnglishDB\Words\e\everyone.md
4873,everything,C:\GTT\EnglishDB\Words\e\everything.md
4874,everywhere,C:\GTT\EnglishDB\Words\e\everywhere.md
4875,evict,C:\GTT\EnglishDB\Words\e\evict.md
4876,eviction,C:\GTT\EnglishDB\Words\e\eviction.md
4877,evidence,C:\GTT\EnglishDB\Words\e\evidence.md
4878,evident,C:\GTT\EnglishDB\Words\e\evident.md
4879,evidently,C:\GTT\EnglishDB\Words\e\evidently.md
4880,evil,C:\GTT\EnglishDB\Words\e\evil.md
4881,evince,C:\GTT\EnglishDB\Words\e\evince.md
4882,evocation,C:\GTT\EnglishDB\Words\e\evocation.md
4883,evocative,C:\GTT\EnglishDB\Words\e\evocative.md
4884,evoke,C:\GTT\EnglishDB\Words\e\evoke.md
4885,evolution,C:\GTT\EnglishDB\Words\e\evolution.md
4886,evolutionary,C:\GTT\EnglishDB\Words\e\evolutionary.md
4887,evolve,C:\GTT\EnglishDB\Words\e\evolve.md
4888,evolving,C:\GTT\EnglishDB\Words\e\evolving.md
4889,exacerbate,C:\GTT\EnglishDB\Words\e\exacerbate.md
4890,exact,C:\GTT\EnglishDB\Words\e\exact.md
4891,exacting,C:\GTT\EnglishDB\Words\e\exacting.md
4892,exactly,C:\GTT\EnglishDB\Words\e\exactly.md
4893,exaggerate,C:\GTT\EnglishDB\Words\e\exaggerate.md
4894,exaggerated,C:\GTT\EnglishDB\Words\e\exaggerated.md
4895,exaggeration,C:\GTT\EnglishDB\Words\e\exaggeration.md
4896,exalt,C:\GTT\EnglishDB\Words\e\exalt.md
4897,exalted,C:\GTT\EnglishDB\Words\e\exalted.md
4898,exam,C:\GTT\EnglishDB\Words\e\exam.md
4899,examination,C:\GTT\EnglishDB\Words\e\examination.md
4900,examine,C:\GTT\EnglishDB\Words\e\examine.md
4901,examiner,C:\GTT\EnglishDB\Words\e\examiner.md
4902,example,C:\GTT\EnglishDB\Words\e\example.md
4903,exasperate,C:\GTT\EnglishDB\Words\e\exasperate.md
4904,exasperation,C:\GTT\EnglishDB\Words\e\exasperation.md
4905,excavate,C:\GTT\EnglishDB\Words\e\excavate.md
4906,excavation,C:\GTT\EnglishDB\Words\e\excavation.md
4907,exceed,C:\GTT\EnglishDB\Words\e\exceed.md
4908,exceedingly,C:\GTT\EnglishDB\Words\e\exceedingly.md
4909,excel,C:\GTT\EnglishDB\Words\e\excel.md
4910,excellence,C:\GTT\EnglishDB\Words\e\excellence.md
4911,excellent,C:\GTT\EnglishDB\Words\e\excellent.md
4912,except,C:\GTT\EnglishDB\Words\e\except.md
4913,exception,C:\GTT\EnglishDB\Words\e\exception.md
4914,exceptional,C:\GTT\EnglishDB\Words\e\exceptional.md
4915,excerpt,C:\GTT\EnglishDB\Words\e\excerpt.md
4916,excess,C:\GTT\EnglishDB\Words\e\excess.md
4917,excessive,C:\GTT\EnglishDB\Words\e\excessive.md
4918,excessively,C:\GTT\EnglishDB\Words\e\excessively.md
4919,exchange,C:\GTT\EnglishDB\Words\e\exchange.md
4920,excise,C:\GTT\EnglishDB\Words\e\excise.md
4921,excision,C:\GTT\EnglishDB\Words\e\excision.md
4922,excite,C:\GTT\EnglishDB\Words\e\excite.md
4923,excited,C:\GTT\EnglishDB\Words\e\excited.md
4924,excitedly,C:\GTT\EnglishDB\Words\e\excitedly.md
4925,excitement,C:\GTT\EnglishDB\Words\e\excitement.md
4926,exciting,C:\GTT\EnglishDB\Words\e\exciting.md
4927,exclaim,C:\GTT\EnglishDB\Words\e\exclaim.md
4928,exclamation,C:\GTT\EnglishDB\Words\e\exclamation.md
4929,exclude,C:\GTT\EnglishDB\Words\e\exclude.md
4930,exclusion,C:\GTT\EnglishDB\Words\e\exclusion.md
4931,exclusive,C:\GTT\EnglishDB\Words\e\exclusive.md
4932,exclusively,C:\GTT\EnglishDB\Words\e\exclusively.md
4933,excruciating,C:\GTT\EnglishDB\Words\e\excruciating.md
4934,excursion,C:\GTT\EnglishDB\Words\e\excursion.md
4935,excuse,C:\GTT\EnglishDB\Words\e\excuse.md
4936,exec,C:\GTT\EnglishDB\Words\e\exec.md
4937,execute,C:\GTT\EnglishDB\Words\e\execute.md
4938,execution,C:\GTT\EnglishDB\Words\e\execution.md
4939,executioner,C:\GTT\EnglishDB\Words\e\executioner.md
4940,executive,C:\GTT\EnglishDB\Words\e\executive.md
4941,exemplary,C:\GTT\EnglishDB\Words\e\exemplary.md
4942,exemplify,C:\GTT\EnglishDB\Words\e\exemplify.md
4943,exempt,C:\GTT\EnglishDB\Words\e\exempt.md
4944,exemption,C:\GTT\EnglishDB\Words\e\exemption.md
4945,exercise,C:\GTT\EnglishDB\Words\e\exercise.md
4946,exert,C:\GTT\EnglishDB\Words\e\exert.md
4947,exertion,C:\GTT\EnglishDB\Words\e\exertion.md
4948,exhale,C:\GTT\EnglishDB\Words\e\exhale.md
4949,exhaust,C:\GTT\EnglishDB\Words\e\exhaust.md
4950,exhausted,C:\GTT\EnglishDB\Words\e\exhausted.md
4951,exhaustion,C:\GTT\EnglishDB\Words\e\exhaustion.md
4952,exhaustive,C:\GTT\EnglishDB\Words\e\exhaustive.md
4953,exhibit,C:\GTT\EnglishDB\Words\e\exhibit.md
4954,exhibition,C:\GTT\EnglishDB\Words\e\exhibition.md
4955,exhibitor,C:\GTT\EnglishDB\Words\e\exhibitor.md
4956,exhilarating,C:\GTT\EnglishDB\Words\e\exhilarating.md
4957,exhilaration,C:\GTT\EnglishDB\Words\e\exhilaration.md
4958,exhort,C:\GTT\EnglishDB\Words\e\exhort.md
4959,exhortation,C:\GTT\EnglishDB\Words\e\exhortation.md
4960,exile,C:\GTT\EnglishDB\Words\e\exile.md
4961,exiled,C:\GTT\EnglishDB\Words\e\exiled.md
4962,exist,C:\GTT\EnglishDB\Words\e\exist.md
4963,existence,C:\GTT\EnglishDB\Words\e\existence.md
4964,existential,C:\GTT\EnglishDB\Words\e\existential.md
4965,existing,C:\GTT\EnglishDB\Words\e\existing.md
4966,exit,C:\GTT\EnglishDB\Words\e\exit.md
4967,exonerate,C:\GTT\EnglishDB\Words\e\exonerate.md
4968,exorbitant,C:\GTT\EnglishDB\Words\e\exorbitant.md
4969,exotic,C:\GTT\EnglishDB\Words\e\exotic.md
4970,expand,C:\GTT\EnglishDB\Words\e\expand.md
4971,expanding,C:\GTT\EnglishDB\Words\e\expanding.md
4972,expanse,C:\GTT\EnglishDB\Words\e\expanse.md
4973,expansion,C:\GTT\EnglishDB\Words\e\expansion.md
4974,expansive,C:\GTT\EnglishDB\Words\e\expansive.md
4975,expatriate,C:\GTT\EnglishDB\Words\e\expatriate.md
4976,expect,C:\GTT\EnglishDB\Words\e\expect.md
4977,expectancy,C:\GTT\EnglishDB\Words\e\expectancy.md
4978,expectant,C:\GTT\EnglishDB\Words\e\expectant.md
4979,expectantly,C:\GTT\EnglishDB\Words\e\expectantly.md
4980,expectation,C:\GTT\EnglishDB\Words\e\expectation.md
4981,expedite,C:\GTT\EnglishDB\Words\e\expedite.md
4982,expedition,C:\GTT\EnglishDB\Words\e\expedition.md
4983,expel,C:\GTT\EnglishDB\Words\e\expel.md
4984,expend,C:\GTT\EnglishDB\Words\e\expend.md
4985,expendable,C:\GTT\EnglishDB\Words\e\expendable.md
4986,expenditure,C:\GTT\EnglishDB\Words\e\expenditure.md
4987,expense,C:\GTT\EnglishDB\Words\e\expense.md
4988,expensive,C:\GTT\EnglishDB\Words\e\expensive.md
4989,experience,C:\GTT\EnglishDB\Words\e\experience.md
4990,experienced,C:\GTT\EnglishDB\Words\e\experienced.md
4991,experiential,C:\GTT\EnglishDB\Words\e\experiential.md
4992,experiment,C:\GTT\EnglishDB\Words\e\experiment.md
4993,experimental,C:\GTT\EnglishDB\Words\e\experimental.md
4994,experimentally,C:\GTT\EnglishDB\Words\e\experimentally.md
4995,experimentation,C:\GTT\EnglishDB\Words\e\experimentation.md
4996,experimenter,C:\GTT\EnglishDB\Words\e\experimenter.md
4997,expert,C:\GTT\EnglishDB\Words\e\expert.md
4998,expertise,C:\GTT\EnglishDB\Words\e\expertise.md
4999,expertly,C:\GTT\EnglishDB\Words\e\expertly.md
5000,expiration,C:\GTT\EnglishDB\Words\e\expiration.md
5001,expire,C:\GTT\EnglishDB\Words\e\expire.md
5002,explain,C:\GTT\EnglishDB\Words\e\explain.md
5003,explanation,C:\GTT\EnglishDB\Words\e\explanation.md
5004,explanatory,C:\GTT\EnglishDB\Words\e\explanatory.md
5005,expletive,C:\GTT\EnglishDB\Words\e\expletive.md
5006,explicit,C:\GTT\EnglishDB\Words\e\explicit.md
5007,explicitly,C:\GTT\EnglishDB\Words\e\explicitly.md
5008,explode,C:\GTT\EnglishDB\Words\e\explode.md
5009,exploit,C:\GTT\EnglishDB\Words\e\exploit.md
5010,exploitation,C:\GTT\EnglishDB\Words\e\exploitation.md
5011,exploration,C:\GTT\EnglishDB\Words\e\exploration.md
5012,exploratory,C:\GTT\EnglishDB\Words\e\exploratory.md
5013,explore,C:\GTT\EnglishDB\Words\e\explore.md
5014,explorer,C:\GTT\EnglishDB\Words\e\explorer.md
5015,explosion,C:\GTT\EnglishDB\Words\e\explosion.md
5016,explosive,C:\GTT\EnglishDB\Words\e\explosive.md
5017,exponential,C:\GTT\EnglishDB\Words\e\exponential.md
5018,export,C:\GTT\EnglishDB\Words\e\export.md
5019,expose,C:\GTT\EnglishDB\Words\e\expose.md
5020,exposed,C:\GTT\EnglishDB\Words\e\exposed.md
5021,exposition,C:\GTT\EnglishDB\Words\e\exposition.md
5022,exposure,C:\GTT\EnglishDB\Words\e\exposure.md
5023,expound,C:\GTT\EnglishDB\Words\e\expound.md
5024,express,C:\GTT\EnglishDB\Words\e\express.md
5025,expressionless,C:\GTT\EnglishDB\Words\e\expressionless.md
5026,expressive,C:\GTT\EnglishDB\Words\e\expressive.md
5027,expressly,C:\GTT\EnglishDB\Words\e\expressly.md
5028,expulsion,C:\GTT\EnglishDB\Words\e\expulsion.md
5029,exquisite,C:\GTT\EnglishDB\Words\e\exquisite.md
5030,exquisitely,C:\GTT\EnglishDB\Words\e\exquisitely.md
5031,extant,C:\GTT\EnglishDB\Words\e\extant.md
5032,extend,C:\GTT\EnglishDB\Words\e\extend.md
5033,extended,C:\GTT\EnglishDB\Words\e\extended.md
5034,extension,C:\GTT\EnglishDB\Words\e\extension.md
5035,extensive,C:\GTT\EnglishDB\Words\e\extensive.md
5036,extensively,C:\GTT\EnglishDB\Words\e\extensively.md
5037,extent,C:\GTT\EnglishDB\Words\e\extent.md
5038,exterior,C:\GTT\EnglishDB\Words\e\exterior.md
5039,exterminate,C:\GTT\EnglishDB\Words\e\exterminate.md
5040,extermination,C:\GTT\EnglishDB\Words\e\extermination.md
5041,external,C:\GTT\EnglishDB\Words\e\external.md
5042,externality,C:\GTT\EnglishDB\Words\e\externality.md
5043,externalize,C:\GTT\EnglishDB\Words\e\externalize.md
5044,externally,C:\GTT\EnglishDB\Words\e\externally.md
5045,extinct,C:\GTT\EnglishDB\Words\e\extinct.md
5046,extinction,C:\GTT\EnglishDB\Words\e\extinction.md
5047,extinguish,C:\GTT\EnglishDB\Words\e\extinguish.md
5048,extinguisher,C:\GTT\EnglishDB\Words\e\extinguisher.md
5049,extol,C:\GTT\EnglishDB\Words\e\extol.md
5050,extortion,C:\GTT\EnglishDB\Words\e\extortion.md
5051,extra,C:\GTT\EnglishDB\Words\e\extra.md
5052,extract,C:\GTT\EnglishDB\Words\e\extract.md
5053,extraction,C:\GTT\EnglishDB\Words\e\extraction.md
5054,extracurricular,C:\GTT\EnglishDB\Words\e\extracurricular.md
5055,extradition,C:\GTT\EnglishDB\Words\e\extradition.md
5056,extramarital,C:\GTT\EnglishDB\Words\e\extramarital.md
5057,extraneous,C:\GTT\EnglishDB\Words\e\extraneous.md
5058,extraordinarily,C:\GTT\EnglishDB\Words\e\extraordinarily.md
5059,extraordinary,C:\GTT\EnglishDB\Words\e\extraordinary.md
5060,extrapolate,C:\GTT\EnglishDB\Words\e\extrapolate.md
5061,extraterrestrial,C:\GTT\EnglishDB\Words\e\extraterrestrial.md
5062,extravagance,C:\GTT\EnglishDB\Words\e\extravagance.md
5063,extravagant,C:\GTT\EnglishDB\Words\e\extravagant.md
5064,extravaganza,C:\GTT\EnglishDB\Words\e\extravaganza.md
5065,extreme,C:\GTT\EnglishDB\Words\e\extreme.md
5066,extremely,C:\GTT\EnglishDB\Words\e\extremely.md
5067,extremism,C:\GTT\EnglishDB\Words\e\extremism.md
5068,extremist,C:\GTT\EnglishDB\Words\e\extremist.md
5069,extremity,C:\GTT\EnglishDB\Words\e\extremity.md
5070,extrinsic,C:\GTT\EnglishDB\Words\e\extrinsic.md
5071,exuberance,C:\GTT\EnglishDB\Words\e\exuberance.md
5072,exuberant,C:\GTT\EnglishDB\Words\e\exuberant.md
5073,exude,C:\GTT\EnglishDB\Words\e\exude.md
5074,eye,C:\GTT\EnglishDB\Words\e\eye.md
5075,eyeball,C:\GTT\EnglishDB\Words\e\eyeball.md
5076,eyebrow,C:\GTT\EnglishDB\Words\e\eyebrow.md
5077,eyeglass,C:\GTT\EnglishDB\Words\e\eyeglass.md
5078,eyelash,C:\GTT\EnglishDB\Words\e\eyelash.md
5079,eyelid,C:\GTT\EnglishDB\Words\e\eyelid.md
5080,eyepiece,C:\GTT\EnglishDB\Words\e\eyepiece.md
5081,eyesight,C:\GTT\EnglishDB\Words\e\eyesight.md
5082,eyewitness,C:\GTT\EnglishDB\Words\e\eyewitness.md
5083,fab,C:\GTT\EnglishDB\Words\f\fab.md
5084,fable,C:\GTT\EnglishDB\Words\f\fable.md
5085,fabled,C:\GTT\EnglishDB\Words\f\fabled.md
5086,fabric,C:\GTT\EnglishDB\Words\f\fabric.md
5087,fabricate,C:\GTT\EnglishDB\Words\f\fabricate.md
5088,fabrication,C:\GTT\EnglishDB\Words\f\fabrication.md
5089,fabulous,C:\GTT\EnglishDB\Words\f\fabulous.md
5090,facade,C:\GTT\EnglishDB\Words\f\facade.md
5091,face,C:\GTT\EnglishDB\Words\f\face.md
5092,faceless,C:\GTT\EnglishDB\Words\f\faceless.md
5093,facet,C:\GTT\EnglishDB\Words\f\facet.md
5094,facial,C:\GTT\EnglishDB\Words\f\facial.md
5095,facilitate,C:\GTT\EnglishDB\Words\f\facilitate.md
5096,facility,C:\GTT\EnglishDB\Words\f\facility.md
5097,facsimile,C:\GTT\EnglishDB\Words\f\facsimile.md
5098,fact,C:\GTT\EnglishDB\Words\f\fact.md
5099,faction,C:\GTT\EnglishDB\Words\f\faction.md
5100,factor,C:\GTT\EnglishDB\Words\f\factor.md
5101,factory,C:\GTT\EnglishDB\Words\f\factory.md
5102,factual,C:\GTT\EnglishDB\Words\f\factual.md
5103,faculty,C:\GTT\EnglishDB\Words\f\faculty.md
5104,fad,C:\GTT\EnglishDB\Words\f\fad.md
5105,fade,C:\GTT\EnglishDB\Words\f\fade.md
5106,faded,C:\GTT\EnglishDB\Words\f\faded.md
5107,fading,C:\GTT\EnglishDB\Words\f\fading.md
5108,fail,C:\GTT\EnglishDB\Words\f\fail.md
5109,failing,C:\GTT\EnglishDB\Words\f\failing.md
5110,failure,C:\GTT\EnglishDB\Words\f\failure.md
5111,faint,C:\GTT\EnglishDB\Words\f\faint.md
5112,faintly,C:\GTT\EnglishDB\Words\f\faintly.md
5113,fair,C:\GTT\EnglishDB\Words\f\fair.md
5114,fairly,C:\GTT\EnglishDB\Words\f\fairly.md
5115,fairness,C:\GTT\EnglishDB\Words\f\fairness.md
5116,fairway,C:\GTT\EnglishDB\Words\f\fairway.md
5117,fairy,C:\GTT\EnglishDB\Words\f\fairy.md
5118,faith,C:\GTT\EnglishDB\Words\f\faith.md
5119,faithful,C:\GTT\EnglishDB\Words\f\faithful.md
5120,faithfully,C:\GTT\EnglishDB\Words\f\faithfully.md
5121,fake,C:\GTT\EnglishDB\Words\f\fake.md
5122,falcon,C:\GTT\EnglishDB\Words\f\falcon.md
5123,fall,C:\GTT\EnglishDB\Words\f\fall.md
5124,fallacy,C:\GTT\EnglishDB\Words\f\fallacy.md
5125,fallen,C:\GTT\EnglishDB\Words\f\fallen.md
5126,falling,C:\GTT\EnglishDB\Words\f\falling.md
5127,fallout,C:\GTT\EnglishDB\Words\f\fallout.md
5128,fallow,C:\GTT\EnglishDB\Words\f\fallow.md
5129,FALSE,C:\GTT\EnglishDB\Words\f\false.md
5130,falsehood,C:\GTT\EnglishDB\Words\f\falsehood.md
5131,falsely,C:\GTT\EnglishDB\Words\f\falsely.md
5132,falsify,C:\GTT\EnglishDB\Words\f\falsify.md
5133,falter,C:\GTT\EnglishDB\Words\f\falter.md
5134,faltering,C:\GTT\EnglishDB\Words\f\faltering.md
5135,fame,C:\GTT\EnglishDB\Words\f\fame.md
5136,famed,C:\GTT\EnglishDB\Words\f\famed.md
5137,familial,C:\GTT\EnglishDB\Words\f\familial.md
5138,familiar,C:\GTT\EnglishDB\Words\f\familiar.md
5139,familiarity,C:\GTT\EnglishDB\Words\f\familiarity.md
5140,familiarize,C:\GTT\EnglishDB\Words\f\familiarize.md
5141,family,C:\GTT\EnglishDB\Words\f\family.md
5142,famine,C:\GTT\EnglishDB\Words\f\famine.md
5143,famous,C:\GTT\EnglishDB\Words\f\famous.md
5144,famously,C:\GTT\EnglishDB\Words\f\famously.md
5145,fan,C:\GTT\EnglishDB\Words\f\fan.md
5146,fanatic,C:\GTT\EnglishDB\Words\f\fanatic.md
5147,fanatical,C:\GTT\EnglishDB\Words\f\fanatical.md
5148,fanaticism,C:\GTT\EnglishDB\Words\f\fanaticism.md
5149,fanciful,C:\GTT\EnglishDB\Words\f\fanciful.md
5150,fancy,C:\GTT\EnglishDB\Words\f\fancy.md
5151,fanfare,C:\GTT\EnglishDB\Words\f\fanfare.md
5152,fang,C:\GTT\EnglishDB\Words\f\fang.md
5153,fantasize,C:\GTT\EnglishDB\Words\f\fantasize.md
5154,fantastic,C:\GTT\EnglishDB\Words\f\fantastic.md
5155,fantasy,C:\GTT\EnglishDB\Words\f\fantasy.md
5156,far,C:\GTT\EnglishDB\Words\f\far.md
5157,faraway,C:\GTT\EnglishDB\Words\f\faraway.md
5158,farce,C:\GTT\EnglishDB\Words\f\farce.md
5159,fare,C:\GTT\EnglishDB\Words\f\fare.md
5160,farewell,C:\GTT\EnglishDB\Words\f\farewell.md
5161,farm,C:\GTT\EnglishDB\Words\f\farm.md
5162,farmer,C:\GTT\EnglishDB\Words\f\farmer.md
5163,farmhouse,C:\GTT\EnglishDB\Words\f\farmhouse.md
5164,farming,C:\GTT\EnglishDB\Words\f\farming.md
5165,farmland,C:\GTT\EnglishDB\Words\f\farmland.md
5166,fart,C:\GTT\EnglishDB\Words\f\fart.md
5167,fascinate,C:\GTT\EnglishDB\Words\f\fascinate.md
5168,fascinating,C:\GTT\EnglishDB\Words\f\fascinating.md
5169,fascination,C:\GTT\EnglishDB\Words\f\fascination.md
5170,fascism,C:\GTT\EnglishDB\Words\f\fascism.md
5171,fascist,C:\GTT\EnglishDB\Words\f\fascist.md
5172,fashion,C:\GTT\EnglishDB\Words\f\fashion.md
5173,fashionable,C:\GTT\EnglishDB\Words\f\fashionable.md
5174,fast,C:\GTT\EnglishDB\Words\f\fast.md
5175,fastball,C:\GTT\EnglishDB\Words\f\fastball.md
5176,fasten,C:\GTT\EnglishDB\Words\f\fasten.md
5177,fastener,C:\GTT\EnglishDB\Words\f\fastener.md
5178,faster,C:\GTT\EnglishDB\Words\f\faster.md
5179,fat,C:\GTT\EnglishDB\Words\f\fat.md
5180,fatal,C:\GTT\EnglishDB\Words\f\fatal.md
5181,fatality,C:\GTT\EnglishDB\Words\f\fatality.md
5182,fatally,C:\GTT\EnglishDB\Words\f\fatally.md
5183,fate,C:\GTT\EnglishDB\Words\f\fate.md
5184,fateful,C:\GTT\EnglishDB\Words\f\fateful.md
5185,father,C:\GTT\EnglishDB\Words\f\father.md
5186,fatherhood,C:\GTT\EnglishDB\Words\f\fatherhood.md
5187,fathom,C:\GTT\EnglishDB\Words\f\fathom.md
5188,fatigue,C:\GTT\EnglishDB\Words\f\fatigue.md
5189,fatten,C:\GTT\EnglishDB\Words\f\fatten.md
5190,fatty,C:\GTT\EnglishDB\Words\f\fatty.md
5191,faucet,C:\GTT\EnglishDB\Words\f\faucet.md
5192,fault,C:\GTT\EnglishDB\Words\f\fault.md
5193,faulty,C:\GTT\EnglishDB\Words\f\faulty.md
5194,fauna,C:\GTT\EnglishDB\Words\f\fauna.md
5195,favor,C:\GTT\EnglishDB\Words\f\favor.md
5196,favorable,C:\GTT\EnglishDB\Words\f\favorable.md
5197,favorably,C:\GTT\EnglishDB\Words\f\favorably.md
5198,favored,C:\GTT\EnglishDB\Words\f\favored.md
5199,favorite,C:\GTT\EnglishDB\Words\f\favorite.md
5200,favoritism,C:\GTT\EnglishDB\Words\f\favoritism.md
5201,fawn,C:\GTT\EnglishDB\Words\f\fawn.md
5202,fax,C:\GTT\EnglishDB\Words\f\fax.md
5203,fear,C:\GTT\EnglishDB\Words\f\fear.md
5204,fearful,C:\GTT\EnglishDB\Words\f\fearful.md
5205,fearless,C:\GTT\EnglishDB\Words\f\fearless.md
5206,fearsome,C:\GTT\EnglishDB\Words\f\fearsome.md
5207,feasibility,C:\GTT\EnglishDB\Words\f\feasibility.md
5208,feasible,C:\GTT\EnglishDB\Words\f\feasible.md
5209,feast,C:\GTT\EnglishDB\Words\f\feast.md
5210,feat,C:\GTT\EnglishDB\Words\f\feat.md
5211,feather,C:\GTT\EnglishDB\Words\f\feather.md
5212,feathered,C:\GTT\EnglishDB\Words\f\feathered.md
5213,feathery,C:\GTT\EnglishDB\Words\f\feathery.md
5214,feature,C:\GTT\EnglishDB\Words\f\feature.md
5215,featured,C:\GTT\EnglishDB\Words\f\featured.md
5216,fecal,C:\GTT\EnglishDB\Words\f\fecal.md
5217,feces,C:\GTT\EnglishDB\Words\f\feces.md
5218,fed,C:\GTT\EnglishDB\Words\f\fed.md
5219,federal,C:\GTT\EnglishDB\Words\f\federal.md
5220,federalism,C:\GTT\EnglishDB\Words\f\federalism.md
5221,federally,C:\GTT\EnglishDB\Words\f\federally.md
5222,federation,C:\GTT\EnglishDB\Words\f\federation.md
5223,fee,C:\GTT\EnglishDB\Words\f\fee.md
5224,feeble,C:\GTT\EnglishDB\Words\f\feeble.md
5225,feed,C:\GTT\EnglishDB\Words\f\feed.md
5226,feedback,C:\GTT\EnglishDB\Words\f\feedback.md
5227,feeder,C:\GTT\EnglishDB\Words\f\feeder.md
5228,feeding,C:\GTT\EnglishDB\Words\f\feeding.md
5229,feel,C:\GTT\EnglishDB\Words\f\feel.md
5230,feeling,C:\GTT\EnglishDB\Words\f\feeling.md
5231,feign,C:\GTT\EnglishDB\Words\f\feign.md
5232,feisty,C:\GTT\EnglishDB\Words\f\feisty.md
5233,fell,C:\GTT\EnglishDB\Words\f\fell.md
5234,fella,C:\GTT\EnglishDB\Words\f\fella.md
5235,fellow,C:\GTT\EnglishDB\Words\f\fellow.md
5236,fellowship,C:\GTT\EnglishDB\Words\f\fellowship.md
5237,felon,C:\GTT\EnglishDB\Words\f\felon.md
5238,felony,C:\GTT\EnglishDB\Words\f\felony.md
5239,felt,C:\GTT\EnglishDB\Words\f\felt.md
5240,female,C:\GTT\EnglishDB\Words\f\female.md
5241,feminine,C:\GTT\EnglishDB\Words\f\feminine.md
5242,femininity,C:\GTT\EnglishDB\Words\f\femininity.md
5243,feminism,C:\GTT\EnglishDB\Words\f\feminism.md
5244,feminist,C:\GTT\EnglishDB\Words\f\feminist.md
5245,femur,C:\GTT\EnglishDB\Words\f\femur.md
