Word,Encoding,TokenIDs,TokenPieces,TokenCount,SingleToken,Token1,Piece1,Token2,Piece2,Token3,Piece3,Token4,Piece4,Token5,Piece5,Token6,Piece6,Token7,Piece7,Token8,Piece8,TokenID,GTT,GTT码,GTT字,Chinese,POS,Frequency
consolidated,o200k_base,542 39932 780,con | solid | ated,3,NO,542,con,39932,solid,780,ated,,,,,,,,,,,3232,,,,,,
consolidation,o200k_base,542 39932 387,con | solid | ation,3,NO,542,con,39932,solid,387,ation,,,,,,,,,,,3233,,,,,,
consonant,o200k_base,542 1356 493,con | son | ant,3,NO,542,con,1356,son,493,ant,,,,,,,,,,,3234,,,,,,
consortium,o200k_base,9673 70826,cons | ortium,2,NO,9673,cons,70826,ortium,,,,,,,,,,,,,3235,,,,,,
conspicuous,o200k_base,542 1148 169275,con | sp | icuous,3,NO,542,con,1148,sp,169275,icuous,,,,,,,,,,,3236,,,,,,
conspicuously,o200k_base,542 1148 42190 10701,con | sp | icu | ously,4,NO,542,con,1148,sp,42190,icu,10701,ously,,,,,,,,,3237,,,,,,
conspiracy,o200k_base,542 196356,con | spiracy,2,NO,542,con,196356,spiracy,,,,,,,,,,,,,3238,,,,,,
conspirator,o200k_base,542 25641 1246,con | spir | ator,3,NO,542,con,25641,spir,1246,ator,,,,,,,,,,,3239,,,,,,
conspiratorial,o200k_base,542 25641 68745,con | spir | atorial,3,NO,542,con,25641,spir,68745,atorial,,,,,,,,,,,3240,,,,,,
conspire,o200k_base,542 94809,con | spire,2,NO,542,con,94809,spire,,,,,,,,,,,,,3241,,,,,,
constable,o200k_base,1671 562,const | able,2,NO,1671,const,562,able,,,,,,,,,,,,,3242,,,,,,
constant,o200k_base,60706,constant,1,YES,60706,constant,,,,,,,,,,,,,,,3243,,,,,,
constantly,o200k_base,1671 29180,const | antly,2,NO,1671,const,29180,antly,,,,,,,,,,,,,3244,,,,,,
constellation,o200k_base,1671 91495,const | ellation,2,NO,1671,const,91495,ellation,,,,,,,,,,,,,3245,,,,,,
consternation,o200k_base,1671 1706 387,const | ern | ation,3,NO,1671,const,1706,ern,387,ation,,,,,,,,,,,3246,,,,,,
constituency,o200k_base,1671 7642 2799,const | itu | ency,3,NO,1671,const,7642,itu,2799,ency,,,,,,,,,,,3247,,,,,,
constituent,o200k_base,1671 7642 299,const | itu | ent,3,NO,1671,const,7642,itu,299,ent,,,,,,,,,,,3248,,,,,,
constitute,o200k_base,68389 1331,constit | ute,2,NO,68389,constit,1331,ute,,,,,,,,,,,,,3249,,,,,,
constitution,o200k_base,107589,constitution,1,YES,107589,constitution,,,,,,,,,,,,,,,3250,,,,,,
constitutional,o200k_base,140804,constitutional,1,YES,140804,constitutional,,,,,,,,,,,,,,,3251,,,,,,
constitutionality,o200k_base,107589 9443,constitution | ality,2,NO,107589,constitution,9443,ality,,,,,,,,,,,,,3252,,,,,,
constitutionally,o200k_base,107589 2146,constitution | ally,2,NO,107589,constitution,2146,ally,,,,,,,,,,,,,3253,,,,,,
constitutive,o200k_base,68389 143209,constit | utive,2,NO,68389,constit,143209,utive,,,,,,,,,,,,,3254,,,,,,
constrain,o200k_base,542 141043,con | strain,2,NO,542,con,141043,strain,,,,,,,,,,,,,3255,,,,,,
constraint,o200k_base,98763,constraint,1,YES,98763,constraint,,,,,,,,,,,,,,,3256,,,,,,
constrict,o200k_base,542 86800,con | strict,2,NO,542,con,86800,strict,,,,,,,,,,,,,3257,,,,,,
construct,o200k_base,17936,construct,1,YES,17936,construct,,,,,,,,,,,,,,,3258,,,,,,
construction,o200k_base,82207,construction,1,YES,82207,construction,,,,,,,,,,,,,,,3259,,,,,,
constructive,o200k_base,17936 585,construct | ive,2,NO,17936,construct,585,ive,,,,,,,,,,,,,3260,,,,,,
constructivist,o200k_base,17936 349 421,construct | iv | ist,3,NO,17936,construct,349,iv,421,ist,,,,,,,,,,,3261,,,,,,
construe,o200k_base,542 689 466,con | str | ue,3,NO,542,con,689,str,466,ue,,,,,,,,,,,3262,,,,,,
consul,o200k_base,9673 361,cons | ul,2,NO,9673,cons,361,ul,,,,,,,,,,,,,3263,,,,,,
consulate,o200k_base,9673 10111,cons | ulate,2,NO,9673,cons,10111,ulate,,,,,,,,,,,,,3264,,,,,,
consult,o200k_base,83581,consult,1,YES,83581,consult,,,,,,,,,,,,,,,3265,,,,,,
consultant,o200k_base,83581 493,consult | ant,2,NO,83581,consult,493,ant,,,,,,,,,,,,,3266,,,,,,
consultation,o200k_base,83581 387,consult | ation,2,NO,83581,consult,387,ation,,,,,,,,,,,,,3267,,,,,,
consultative,o200k_base,83581 1799,consult | ative,2,NO,83581,consult,1799,ative,,,,,,,,,,,,,3268,,,,,,
consulting,o200k_base,83581 289,consult | ing,2,NO,83581,consult,289,ing,,,,,,,,,,,,,3269,,,,,,
consume,o200k_base,166897,consume,1,YES,166897,consume,,,,,,,,,,,,,,,3270,,,,,,
consumer,o200k_base,72837,consumer,1,YES,72837,consumer,,,,,,,,,,,,,,,3271,,,,,,
consumerism,o200k_base,72837 2367,consumer | ism,2,NO,72837,consumer,2367,ism,,,,,,,,,,,,,3272,,,,,,
consummate,o200k_base,9673 2177 379,cons | umm | ate,3,NO,9673,cons,2177,umm,379,ate,,,,,,,,,,,3273,,,,,,
consumption,o200k_base,9673 50546,cons | umption,2,NO,9673,cons,50546,umption,,,,,,,,,,,,,3274,,,,,,
contact,o200k_base,11978,contact,1,YES,11978,contact,,,,,,,,,,,,,,,3275,,,,,,
contagion,o200k_base,1377 348 294,cont | ag | ion,3,NO,1377,cont,348,ag,294,ion,,,,,,,,,,,3276,,,,,,
contagious,o200k_base,1377 348 1595,cont | ag | ious,3,NO,1377,cont,348,ag,1595,ious,,,,,,,,,,,3277,,,,,,
contain,o200k_base,104040,contain,1,YES,104040,contain,,,,,,,,,,,,,,,3278,,,,,,
container,o200k_base,6896,container,1,YES,6896,container,,,,,,,,,,,,,,,3279,,,,,,
containment,o200k_base,104040 508,contain | ment,2,NO,104040,contain,508,ment,,,,,,,,,,,,,3280,,,,,,
contaminant,o200k_base,1377 7893 493,cont | amin | ant,3,NO,1377,cont,7893,amin,493,ant,,,,,,,,,,,3281,,,,,,
contaminate,o200k_base,1377 313 5180,cont | am | inate,3,NO,1377,cont,313,am,5180,inate,,,,,,,,,,,3282,,,,,,
contaminated,o200k_base,1377 7893 780,cont | amin | ated,3,NO,1377,cont,7893,amin,780,ated,,,,,,,,,,,3283,,,,,,
contamination,o200k_base,1377 48059,cont | amination,2,NO,1377,cont,48059,amination,,,,,,,,,,,,,3284,,,,,,
contemplate,o200k_base,542 8314,con | template,2,NO,542,con,8314,template,,,,,,,,,,,,,3285,,,,,,
contemplation,o200k_base,542 176797 387,con | templ | ation,3,NO,542,con,176797,templ,387,ation,,,,,,,,,,,3286,,,,,,
contemplative,o200k_base,542 176797 1799,con | templ | ative,3,NO,542,con,176797,templ,1799,ative,,,,,,,,,,,3287,,,,,,
contemporary,o200k_base,542 107558,con | temporary,2,NO,542,con,107558,temporary,,,,,,,,,,,,,3288,,,,,,
contempt,o200k_base,542 8175,con | tempt,2,NO,542,con,8175,tempt,,,,,,,,,,,,,3289,,,,,,
contemptuous,o200k_base,542 8175 53585,con | tempt | uous,3,NO,542,con,8175,tempt,53585,uous,,,,,,,,,,,3290,,,,,,
contend,o200k_base,1377 419,cont | end,2,NO,1377,cont,419,end,,,,,,,,,,,,,3291,,,,,,
contender,o200k_base,1377 1644,cont | ender,2,NO,1377,cont,1644,ender,,,,,,,,,,,,,3292,,,,,,
contending,o200k_base,1377 3258,cont | ending,2,NO,1377,cont,3258,ending,,,,,,,,,,,,,3293,,,,,,
content,o200k_base,3252,content,1,YES,3252,content,,,,,,,,,,,,,,,3294,,,,,,
contented,o200k_base,3252 295,content | ed,2,NO,3252,content,295,ed,,,,,,,,,,,,,3295,,,,,,
contention,o200k_base,3252 294,content | ion,2,NO,3252,content,294,ion,,,,,,,,,,,,,3296,,,,,,
contentious,o200k_base,3252 1595,content | ious,2,NO,3252,content,1595,ious,,,,,,,,,,,,,3297,,,,,,
contentment,o200k_base,3252 508,content | ment,2,NO,3252,content,508,ment,,,,,,,,,,,,,3298,,,,,,
contest,o200k_base,147666,contest,1,YES,147666,contest,,,,,,,,,,,,,,,3299,,,,,,
contestant,o200k_base,147666 493,contest | ant,2,NO,147666,contest,493,ant,,,,,,,,,,,,,3300,,,,,,
contested,o200k_base,1377 14155,cont | ested,2,NO,1377,cont,14155,ested,,,,,,,,,,,,,3301,,,,,,
context,o200k_base,3822,context,1,YES,3822,context,,,,,,,,,,,,,,,3302,,,,,,
contextual,o200k_base,3822 850,context | ual,2,NO,3822,context,850,ual,,,,,,,,,,,,,3303,,,,,,
contiguous,o200k_base,1377 51394,cont | iguous,2,NO,1377,cont,51394,iguous,,,,,,,,,,,,,3304,,,,,,
continent,o200k_base,140519,continent,1,YES,140519,continent,,,,,,,,,,,,,,,3305,,,,,,
continental,o200k_base,143300,continental,1,YES,143300,continental,,,,,,,,,,,,,,,3306,,,,,,
contingency,o200k_base,1377 289 2799,cont | ing | ency,3,NO,1377,cont,289,ing,2799,ency,,,,,,,,,,,3307,,,,,,
contingent,o200k_base,1377 289 299,cont | ing | ent,3,NO,1377,cont,289,ing,299,ent,,,,,,,,,,,3308,,,,,,
continual,o200k_base,45215 850,contin | ual,2,NO,45215,contin,850,ual,,,,,,,,,,,,,3309,,,,,,
continually,o200k_base,45215 2346,contin | ually,2,NO,45215,contin,2346,ually,,,,,,,,,,,,,3310,,,,,,
continuation,o200k_base,64590 387,continu | ation,2,NO,64590,continu,387,ation,,,,,,,,,,,,,3311,,,,,,
continue,o200k_base,19452,continue,1,YES,19452,continue,,,,,,,,,,,,,,,3312,,,,,,
continued,o200k_base,79803,continued,1,YES,79803,continued,,,,,,,,,,,,,,,3313,,,,,,
continuing,o200k_base,64590 289,continu | ing,2,NO,64590,continu,289,ing,,,,,,,,,,,,,3314,,,,,,
continuity,o200k_base,64590 536,continu | ity,2,NO,64590,continu,536,ity,,,,,,,,,,,,,3315,,,,,,
continuous,o200k_base,199101,continuous,1,YES,199101,continuous,,,,,,,,,,,,,,,3316,,,,,,
continuously,o200k_base,64590 10701,continu | ously,2,NO,64590,continu,10701,ously,,,,,,,,,,,,,3317,,,,,,
continuum,o200k_base,64590 394,continu | um,2,NO,64590,continu,394,um,,,,,,,,,,,,,3318,,,,,,
contort,o200k_base,1377 390,cont | ort,2,NO,1377,cont,390,ort,,,,,,,,,,,,,3319,,,,,,
contour,o200k_base,1377 401,cont | our,2,NO,1377,cont,401,our,,,,,,,,,,,,,3320,,,,,,
contraception,o200k_base,8677 675 5964,contr | ace | ption,3,NO,8677,contr,675,ace,5964,ption,,,,,,,,,,,3321,,,,,,
contraceptive,o200k_base,8677 675 123476,contr | ace | ptive,3,NO,8677,contr,675,ace,123476,ptive,,,,,,,,,,,3322,,,,,,
contract,o200k_base,26186,contract,1,YES,26186,contract,,,,,,,,,,,,,,,3323,,,,,,
contracting,o200k_base,26186 289,contract | ing,2,NO,26186,contract,289,ing,,,,,,,,,,,,,3324,,,,,,
contraction,o200k_base,542 20871,con | traction,2,NO,542,con,20871,traction,,,,,,,,,,,,,3325,,,,,,
contractor,o200k_base,26186 267,contract | or,2,NO,26186,contract,267,or,,,,,,,,,,,,,3326,,,,,,
contractual,o200k_base,26186 850,contract | ual,2,NO,26186,contract,850,ual,,,,,,,,,,,,,3327,,,,,,
contradict,o200k_base,8677 324 1360,contr | ad | ict,3,NO,8677,contr,324,ad,1360,ict,,,,,,,,,,,3328,,,,,,
contradiction,o200k_base,8677 324 4090,contr | ad | iction,3,NO,8677,contr,324,ad,4090,iction,,,,,,,,,,,3329,,,,,,
contradictory,o200k_base,8677 324 1360 819,contr | ad | ict | ory,4,NO,8677,contr,324,ad,1360,ict,819,ory,,,,,,,,,3330,,,,,,
contraption,o200k_base,8677 58887,contr | aption,2,NO,8677,contr,58887,aption,,,,,,,,,,,,,3331,,,,,,
contrary,o200k_base,8677 815,contr | ary,2,NO,8677,contr,815,ary,,,,,,,,,,,,,3332,,,,,,
contrast,o200k_base,173879,contrast,1,YES,173879,contrast,,,,,,,,,,,,,,,3333,,,,,,
contrasting,o200k_base,8677 14758,contr | asting,2,NO,8677,contr,14758,asting,,,,,,,,,,,,,3334,,,,,,
contribute,o200k_base,542 2997,con | tribute,2,NO,542,con,2997,tribute,,,,,,,,,,,,,3335,,,,,,
contributing,o200k_base,542 140115,con | tributing,2,NO,542,con,140115,tributing,,,,,,,,,,,,,3336,,,,,,
contribution,o200k_base,542 7090,con | tribution,2,NO,542,con,7090,tribution,,,,,,,,,,,,,3337,,,,,,
contributor,o200k_base,542 38548,con | tributor,2,NO,542,con,38548,tributor,,,,,,,,,,,,,3338,,,,,,
contrive,o200k_base,8677 585,contr | ive,2,NO,8677,contr,585,ive,,,,,,,,,,,,,3339,,,,,,
contrived,o200k_base,8677 3276,contr | ived,2,NO,8677,contr,3276,ived,,,,,,,,,,,,,3340,,,,,,
control,o200k_base,5627,control,1,YES,5627,control,,,,,,,,,,,,,,,3341,,,,,,
controlled,o200k_base,111887,controlled,1,YES,111887,controlled,,,,,,,,,,,,,,,3342,,,,,,
controller,o200k_base,14616,controller,1,YES,14616,controller,,,,,,,,,,,,,,,3343,,,,,,
controlling,o200k_base,1377 25123,cont | rolling,2,NO,1377,cont,25123,rolling,,,,,,,,,,,,,3344,,,,,,
controversial,o200k_base,38805 3674 563,contro | vers | ial,3,NO,38805,contro,3674,vers,563,ial,,,,,,,,,,,3345,,,,,,
controversy,o200k_base,38805 3674 88,contro | vers | y,3,NO,38805,contro,3674,vers,88,y,,,,,,,,,,,3346,,,,,,
conundrum,o200k_base,542 980 10896,con | und | rum,3,NO,542,con,980,und,10896,rum,,,,,,,,,,,3347,,,,,,
convection,o200k_base,542 118515,con | vection,2,NO,542,con,118515,vection,,,,,,,,,,,,,3348,,,,,,
convene,o200k_base,542 99398,con | vene,2,NO,542,con,99398,vene,,,,,,,,,,,,,3349,,,,,,
convenience,o200k_base,542 1066 1963,con | ven | ience,3,NO,542,con,1066,ven,1963,ience,,,,,,,,,,,3350,,,,,,
convenient,o200k_base,542 1066 773,con | ven | ient,3,NO,542,con,1066,ven,773,ient,,,,,,,,,,,3351,,,,,,
conveniently,o200k_base,542 1066 773 423,con | ven | ient | ly,4,NO,542,con,1066,ven,773,ient,423,ly,,,,,,,,,3352,,,,,,
convent,o200k_base,542 818,con | vent,2,NO,542,con,818,vent,,,,,,,,,,,,,3353,,,,,,
convention,o200k_base,542 9584,con | vention,2,NO,542,con,9584,vention,,,,,,,,,,,,,3354,,,,,,
conventional,o200k_base,542 63026,con | ventional,2,NO,542,con,63026,ventional,,,,,,,,,,,,,3355,,,,,,
conventionally,o200k_base,542 9584 2146,con | vention | ally,3,NO,542,con,9584,vention,2146,ally,,,,,,,,,,,3356,,,,,,
converge,o200k_base,542 445 684,con | ver | ge,3,NO,542,con,445,ver,684,ge,,,,,,,,,,,3357,,,,,,
convergence,o200k_base,542 153278,con | vergence,2,NO,542,con,153278,vergence,,,,,,,,,,,,,3358,,,,,,
conversation,o200k_base,129279,conversation,1,YES,129279,conversation,,,,,,,,,,,,,,,3359,,,,,,
conversational,o200k_base,542 3674 1953,con | vers | ational,3,NO,542,con,3674,vers,1953,ational,,,,,,,,,,,3360,,,,,,
converse,o200k_base,542 7093,con | verse,2,NO,542,con,7093,verse,,,,,,,,,,,,,3361,,,,,,
conversely,o200k_base,542 3674 1151,con | vers | ely,3,NO,542,con,3674,vers,1151,ely,,,,,,,,,,,3362,,,,,,
conversion,o200k_base,159514,conversion,1,YES,159514,conversion,,,,,,,,,,,,,,,3363,,,,,,
convert,o200k_base,26285,convert,1,YES,26285,convert,,,,,,,,,,,,,,,3364,,,,,,
converted,o200k_base,173730,converted,1,YES,173730,converted,,,,,,,,,,,,,,,3365,,,,,,
converter,o200k_base,151541,converter,1,YES,151541,converter,,,,,,,,,,,,,,,3366,,,,,,
convertible,o200k_base,26285 1430,convert | ible,2,NO,26285,convert,1430,ible,,,,,,,,,,,,,3367,,,,,,
convey,o200k_base,542 7953,con | vey,2,NO,542,con,7953,vey,,,,,,,,,,,,,3368,,,,,,
conveyor,o200k_base,542 99834,con | veyor,2,NO,542,con,99834,veyor,,,,,,,,,,,,,3369,,,,,,
convict,o200k_base,26093 1360,conv | ict,2,NO,26093,conv,1360,ict,,,,,,,,,,,,,3370,,,,,,
convicted,o200k_base,26093 12174,conv | icted,2,NO,26093,conv,12174,icted,,,,,,,,,,,,,3371,,,,,,
conviction,o200k_base,26093 4090,conv | iction,2,NO,26093,conv,4090,iction,,,,,,,,,,,,,3372,,,,,,
convince,o200k_base,26093 4692,conv | ince,2,NO,26093,conv,4692,ince,,,,,,,,,,,,,3373,,,,,,
convinced,o200k_base,542 10685 2050,con | vin | ced,3,NO,542,con,10685,vin,2050,ced,,,,,,,,,,,3374,,,,,,
convincing,o200k_base,26093 2768 289,conv | inc | ing,3,NO,26093,conv,2768,inc,289,ing,,,,,,,,,,,3375,,,,,,
convincingly,o200k_base,26093 2768 18258,conv | inc | ingly,3,NO,26093,conv,2768,inc,18258,ingly,,,,,,,,,,,3376,,,,,,
convoluted,o200k_base,542 2978 26369,con | vol | uted,3,NO,542,con,2978,vol,26369,uted,,,,,,,,,,,3377,,,,,,
convoy,o200k_base,26093 1107,conv | oy,2,NO,26093,conv,1107,oy,,,,,,,,,,,,,3378,,,,,,
convulsion,o200k_base,26093 56070,conv | ulsion,2,NO,26093,conv,56070,ulsion,,,,,,,,,,,,,3379,,,,,,
coo,o200k_base,1191 78,co | o,2,NO,1191,co,78,o,,,,,,,,,,,,,3380,,,,,,
cook,o200k_base,171691,cook,1,YES,171691,cook,,,,,,,,,,,,,,,3381,,,,,,
cookbook,o200k_base,171691 3092,cook | book,2,NO,171691,cook,3092,book,,,,,,,,,,,,,3382,,,,,,
cooked,o200k_base,66 93785,c | ooked,2,NO,66,c,93785,ooked,,,,,,,,,,,,,3383,,,,,,
cooker,o200k_base,66 158617,c | ooker,2,NO,66,c,158617,ooker,,,,,,,,,,,,,3384,,,,,,
cookie,o200k_base,44694,cookie,1,YES,44694,cookie,,,,,,,,,,,,,,,3385,,,,,,
cooking,o200k_base,66 126245,c | ooking,2,NO,66,c,126245,ooking,,,,,,,,,,,,,3386,,,,,,
cool,o200k_base,71477,cool,1,YES,71477,cool,,,,,,,,,,,,,,,3387,,,,,,
cooler,o200k_base,71477 259,cool | er,2,NO,71477,cool,259,er,,,,,,,,,,,,,3388,,,,,,
cooling,o200k_base,71477 289,cool | ing,2,NO,71477,cool,289,ing,,,,,,,,,,,,,3389,,,,,,
coolly,o200k_base,71477 423,cool | ly,2,NO,71477,cool,423,ly,,,,,,,,,,,,,3390,,,,,,
coolness,o200k_base,71477 2816,cool | ness,2,NO,71477,cool,2816,ness,,,,,,,,,,,,,3391,,,,,,
cooperate,o200k_base,1191 137542,co | operate,2,NO,1191,co,137542,operate,,,,,,,,,,,,,3392,,,,,,
cooperating,o200k_base,1191 4990 1365,co | oper | ating,3,NO,1191,co,4990,oper,1365,ating,,,,,,,,,,,3393,,,,,,
cooperation,o200k_base,1191 15397,co | operation,2,NO,1191,co,15397,operation,,,,,,,,,,,,,3394,,,,,,
cooperative,o200k_base,1191 60228,co | operative,2,NO,1191,co,60228,operative,,,,,,,,,,,,,3395,,,,,,
cooperatively,o200k_base,1191 4990 11594,co | oper | atively,3,NO,1191,co,4990,oper,11594,atively,,,,,,,,,,,3396,,,,,,
coordinate,o200k_base,140563,coordinate,1,YES,140563,coordinate,,,,,,,,,,,,,,,3397,,,,,,
coordinated,o200k_base,1191 8268 780,co | ordin | ated,3,NO,1191,co,8268,ordin,780,ated,,,,,,,,,,,3398,,,,,,
coordination,o200k_base,54943 3273,coord | ination,2,NO,54943,coord,3273,ination,,,,,,,,,,,,,3399,,,,,,
coordinator,o200k_base,1191 35380,co | ordinator,2,NO,1191,co,35380,ordinator,,,,,,,,,,,,,3400,,,,,,
cop,o200k_base,47750,cop,1,YES,47750,cop,,,,,,,,,,,,,,,3401,,,,,,
cope,o200k_base,4187,cope,1,YES,4187,cope,,,,,,,,,,,,,,,3402,,,,,,
copier,o200k_base,47750 905,cop | ier,2,NO,47750,cop,905,ier,,,,,,,,,,,,,3403,,,,,,
coping,o200k_base,47750 289,cop | ing,2,NO,47750,cop,289,ing,,,,,,,,,,,,,3404,,,,,,
copious,o200k_base,47750 1595,cop | ious,2,NO,47750,cop,1595,ious,,,,,,,,,,,,,3405,,,,,,
copper,o200k_base,66 42902,c | opper,2,NO,66,c,42902,opper,,,,,,,,,,,,,3406,,,,,,
copy,o200k_base,14730,copy,1,YES,14730,copy,,,,,,,,,,,,,,,3407,,,,,,
copyright,o200k_base,35748,copyright,1,YES,35748,copyright,,,,,,,,,,,,,,,3408,,,,,,
coral,o200k_base,11111 280,cor | al,2,NO,11111,cor,280,al,,,,,,,,,,,,,3409,,,,,,
cord,o200k_base,3488,cord,1,YES,3488,cord,,,,,,,,,,,,,,,3410,,,,,,
cordial,o200k_base,3488 563,cord | ial,2,NO,3488,cord,563,ial,,,,,,,,,,,,,3411,,,,,,
cordless,o200k_base,3488 2695,cord | less,2,NO,3488,cord,2695,less,,,,,,,,,,,,,3412,,,,,,
corduroy,o200k_base,3488 2884 88,cord | uro | y,3,NO,3488,cord,2884,uro,88,y,,,,,,,,,,,3413,,,,,,
core,o200k_base,6978,core,1,YES,6978,core,,,,,,,,,,,,,,,3414,,,,,,
cork,o200k_base,66 736,c | ork,2,NO,66,c,736,ork,,,,,,,,,,,,,3415,,,,,,
corkscrew,o200k_base,66 164049 63559,c | orks | crew,3,NO,66,c,164049,orks,63559,crew,,,,,,,,,,,3416,,,,,,
corn,o200k_base,55628,corn,1,YES,55628,corn,,,,,,,,,,,,,,,3417,,,,,,
corner,o200k_base,121953,corner,1,YES,121953,corner,,,,,,,,,,,,,,,3418,,,,,,
cornerback,o200k_base,121953 2205,corner | back,2,NO,121953,corner,2205,back,,,,,,,,,,,,,3419,,,,,,
cornerstone,o200k_base,121953 18617,corner | stone,2,NO,121953,corner,18617,stone,,,,,,,,,,,,,3420,,,,,,
cornfield,o200k_base,55628 4735,corn | field,2,NO,55628,corn,4735,field,,,,,,,,,,,,,3421,,,,,,
cornmeal,o200k_base,55628 61923,corn | meal,2,NO,55628,corn,61923,meal,,,,,,,,,,,,,3422,,,,,,
cornstarch,o200k_base,55628 302 1417,corn | st | arch,3,NO,55628,corn,302,st,1417,arch,,,,,,,,,,,3423,,,,,,
corny,o200k_base,55628 88,corn | y,2,NO,55628,corn,88,y,,,,,,,,,,,,,3424,,,,,,
corollary,o200k_base,11111 1176 815,cor | oll | ary,3,NO,11111,cor,1176,oll,815,ary,,,,,,,,,,,3425,,,,,,
corona,o200k_base,11111 3180,cor | ona,2,NO,11111,cor,3180,ona,,,,,,,,,,,,,3426,,,,,,
coronary,o200k_base,11111 263 815,cor | on | ary,3,NO,11111,cor,263,on,815,ary,,,,,,,,,,,3427,,,,,,
coronation,o200k_base,11111 121716,cor | onation,2,NO,11111,cor,121716,onation,,,,,,,,,,,,,3428,,,,,,
coroner,o200k_base,11111 39507,cor | oner,2,NO,11111,cor,39507,oner,,,,,,,,,,,,,3429,,,,,,
corporal,o200k_base,11111 44049,cor | poral,2,NO,11111,cor,44049,poral,,,,,,,,,,,,,3430,,,,,,
corporate,o200k_base,112401 379,corpor | ate,2,NO,112401,corpor,379,ate,,,,,,,,,,,,,3431,,,,,,
corporation,o200k_base,112401 387,corpor | ation,2,NO,112401,corpor,387,ation,,,,,,,,,,,,,3432,,,,,,
corps,o200k_base,11111 947,cor | ps,2,NO,11111,cor,947,ps,,,,,,,,,,,,,3433,,,,,,
corpse,o200k_base,119052 344,corp | se,2,NO,119052,corp,344,se,,,,,,,,,,,,,3434,,,,,,
corpus,o200k_base,11111 28824,cor | pus,2,NO,11111,cor,28824,pus,,,,,,,,,,,,,3435,,,,,,
corral,o200k_base,11111 4336,cor | ral,2,NO,11111,cor,4336,ral,,,,,,,,,,,,,3436,,,,,,
correct,o200k_base,34817,correct,1,YES,34817,correct,,,,,,,,,,,,,,,3437,,,,,,
correction,o200k_base,11111 36365,cor | rection,2,NO,11111,cor,36365,rection,,,,,,,,,,,,,3438,,,,,,
correctional,o200k_base,11111 36365 280,cor | rection | al,3,NO,11111,cor,36365,rection,280,al,,,,,,,,,,,3439,,,,,,
corrective,o200k_base,34817 585,correct | ive,2,NO,34817,correct,585,ive,,,,,,,,,,,,,3440,,,,,,
correctly,o200k_base,34817 423,correct | ly,2,NO,34817,correct,423,ly,,,,,,,,,,,,,3441,,,,,,
correctness,o200k_base,34817 2816,correct | ness,2,NO,34817,correct,2816,ness,,,,,,,,,,,,,3442,,,,,,
correlate,o200k_base,11111 6004 379,cor | rel | ate,3,NO,11111,cor,6004,rel,379,ate,,,,,,,,,,,3443,,,,,,
correlation,o200k_base,11111 51154,cor | relation,2,NO,11111,cor,51154,relation,,,,,,,,,,,,,3444,,,,,,
correspond,o200k_base,11111 9755,cor | respond,2,NO,11111,cor,9755,respond,,,,,,,,,,,,,3445,,,,,,
correspondence,o200k_base,11111 9755 1082,cor | respond | ence,3,NO,11111,cor,9755,respond,1082,ence,,,,,,,,,,,3446,,,,,,
correspondent,o200k_base,11111 9755 299,cor | respond | ent,3,NO,11111,cor,9755,respond,299,ent,,,,,,,,,,,3447,,,,,,
corresponding,o200k_base,11111 9755 289,cor | respond | ing,3,NO,11111,cor,9755,respond,289,ing,,,,,,,,,,,3448,,,,,,
correspondingly,o200k_base,11111 9755 18258,cor | respond | ingly,3,NO,11111,cor,9755,respond,18258,ingly,,,,,,,,,,,3449,,,,,,
corridor,o200k_base,116563 19769,corr | idor,2,NO,116563,corr,19769,idor,,,,,,,,,,,,,3450,,,,,,
corroborate,o200k_base,11111 298 6270 379,cor | ro | bor | ate,4,NO,11111,cor,298,ro,6270,bor,379,ate,,,,,,,,,3451,,,,,,
corrosion,o200k_base,11111 141316,cor | rosion,2,NO,11111,cor,141316,rosion,,,,,,,,,,,,,3452,,,,,,
corrosive,o200k_base,11111 2199 585,cor | ros | ive,3,NO,11111,cor,2199,ros,585,ive,,,,,,,,,,,3453,,,,,,
corrugated,o200k_base,116563 163039,corr | ugated,2,NO,116563,corr,163039,ugated,,,,,,,,,,,,,3454,,,,,,
corrupt,o200k_base,11111 7736,cor | rupt,2,NO,11111,cor,7736,rupt,,,,,,,,,,,,,3455,,,,,,
corruption,o200k_base,11111 24041,cor | ruption,2,NO,11111,cor,24041,ruption,,,,,,,,,,,,,3456,,,,,,
corset,o200k_base,101334 292,cors | et,2,NO,101334,cors,292,et,,,,,,,,,,,,,3457,,,,,,
cortex,o200k_base,66 78222,c | ortex,2,NO,66,c,78222,ortex,,,,,,,,,,,,,3458,,,,,,
cosmetic,o200k_base,10732 27781,cos | metic,2,NO,10732,cos,27781,metic,,,,,,,,,,,,,3459,,,,,,
cosmetics,o200k_base,10732 62493,cos | metics,2,NO,10732,cos,62493,metics,,,,,,,,,,,,,3460,,,,,,
